finishtime,horsecode,lbw,runningpositions,winoddsrank,racedate,timeperm,jockeycode,marginsbehindleader,todaysrunners,racecoursecode,horsewt,sec_timelist,racenumber,draw,hkjcres16_item,actualwt,horseno,horsereport,trainercode,place,winodds
58.12,S431,4.25,7>5>4,[4],20150104,[0.0177],YML,"[1.75, 2.25, 4.25, None, None, None]","S240,T027,S407,S431,P257,T130,T191,T320,T274",ST,1162,"[13.69, 20.81, 23.62, None, None, None]",2,2,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl1_combo_div': u'9/14 2,704.50',
 'f4_combo_div': u'3,10,12,14 820.00',
 'finishtime': 57.43,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'14 12.50',
 'qn_combo_div': u'12,14 71.00',
 'qnp_combo_div': u'12,14 26.00',
 'qtt_combo_div': u'14,12,3,10 10,525.00',
 'raceclass': u'Class 4',
 'racedistance': 1000,
 'raceindex': 76,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=2&All=0#Race2',
 'tce_combo_div': u'14,12,3 1,307.00',
 'trio_combo_div': u'3,12,14 303.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/2',
 'win_combo_div': u'14 26.00'}]",121,10,"Whilst in the saddling stalls, TIMELY ARRIVED had its left front plate refittedTIMELY ARRIVED was examined by the Veterinary Officer who said in his opinion it was suitable to raceApproaching the 100 Metres, TIMELY ARRIVED shifted in under pressure",YPF,4,14.0
58.35,T405,5.75,2>2>6,[3],20150104,[0.0178],NGA,"[0.1, 1.75, 5.75, None, None, None]","S240,T027,T405,S407,S431,P257,T130,T191,T320,T274",ST,1124,"[13.41, 21.01, 23.93, None, None, None]",2,8,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl1_combo_div': u'9/14 2,704.50',
 'f4_combo_div': u'3,10,12,14 820.00',
 'finishtime': 57.43,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'14 12.50',
 'qn_combo_div': u'12,14 71.00',
 'qnp_combo_div': u'12,14 26.00',
 'qtt_combo_div': u'14,12,3,10 10,525.00',
 'raceclass': u'Class 4',
 'racedistance': 1000,
 'raceindex': 76,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=2&All=0#Race2',
 'tce_combo_div': u'14,12,3 1,307.00',
 'trio_combo_div': u'3,12,14 303.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/2',
 'win_combo_div': u'14 26.00'}]",121,4,"Near the 700 Metres, FANTASTICO was awkwardly placed inside the heels of I'M A WITNESS which shifted in marginallyK C Ng (I'M A WITNESS) pleaded guilty to a charge of careless riding [Rule 100(1)] in that passing the 300 Metres he permitted his mount to shift out when not clear of SMILING ALL, causing that horse to lose the running to which it was rightfully entitledIn this incident, I'M A WITNESS and WINNER ST PAUL'S both became unbalanced after making contactA veterinary inspection of I'M A WITNESS immediately following the race did not show any significant findings",CAS,6,6.4
58.4,P178,6.0,4>4>8,[9],20150104,[0.0178],CKK,"[1.0, 2.25, 6.0, None, None, None]","S240,T027,T405,S407,S431,P257,T130,T191,P178,T320,T274",ST,1104,"[13.57, 20.93, 23.9, None, None, None]",2,3,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl1_combo_div': u'9/14 2,704.50',
 'f4_combo_div': u'3,10,12,14 820.00',
 'finishtime': 57.43,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'14 12.50',
 'qn_combo_div': u'12,14 71.00',
 'qnp_combo_div': u'12,14 26.00',
 'qtt_combo_div': u'14,12,3,10 10,525.00',
 'raceclass': u'Class 4',
 'racedistance': 1000,
 'raceindex': 76,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=2&All=0#Race2',
 'tce_combo_div': u'14,12,3 1,307.00',
 'trio_combo_div': u'3,12,14 303.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/2',
 'win_combo_div': u'14 26.00'}]",123,1,"Then when being ridden along to make up lost ground, GOLDEN BAUHINIA became unbalanced when crowded for room outside FANTASTICO which shifted outNear the 700 Metres, FANTASTICO was awkwardly placed inside the heels of I'M A WITNESS which shifted in marginallyOver the concluding stages, KING WINSA was awkwardly placed close to the heels of FANTASTICO and outside MASTER STEED",YPF,8,22.0
58.49,L254,6.75,14>14>10,[9],20150104,[0.0178],CYT,"[4.75, 7.5, 6.75, None, None, None]","S240,T027,T405,S407,S431,P257,T130,T191,L254,P178,T320,T274",ST,1091,"[14.17, 21.17, 23.15, None, None, None]",2,14,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl1_combo_div': u'9/14 2,704.50',
 'f4_combo_div': u'3,10,12,14 820.00',
 'finishtime': 57.43,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'14 12.50',
 'qn_combo_div': u'12,14 71.00',
 'qnp_combo_div': u'12,14 26.00',
 'qtt_combo_div': u'14,12,3,10 10,525.00',
 'raceclass': u'Class 4',
 'racedistance': 1000,
 'raceindex': 76,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=2&All=0#Race2',
 'tce_combo_div': u'14,12,3 1,307.00',
 'trio_combo_div': u'3,12,14 303.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/2',
 'win_combo_div': u'14 26.00'}]",123,11,"GALLANT ROCK began awkwardly, shifted out and bumped TOUCH GO",LKW,10,21.0
58.92,K123,9.25,12>12>12,[7],20150104,[0.018],WJH,"[3.25, 5.5, 9.25, None, None, None]","S240,T027,T405,S407,S431,P257,K123,T130,T191,L254,P178,T320,T274",ST,1097,"[13.93, 21.09, 23.9, None, None, None]",2,4,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl1_combo_div': u'9/14 2,704.50',
 'f4_combo_div': u'3,10,12,14 820.00',
 'finishtime': 57.43,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'14 12.50',
 'qn_combo_div': u'12,14 71.00',
 'qnp_combo_div': u'12,14 26.00',
 'qtt_combo_div': u'14,12,3,10 10,525.00',
 'raceclass': u'Class 4',
 'racedistance': 1000,
 'raceindex': 76,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=2&All=0#Race2',
 'tce_combo_div': u'14,12,3 1,307.00',
 'trio_combo_div': u'3,12,14 303.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/2',
 'win_combo_div': u'14 26.00'}]",113,9,"As the start was effected, GOLDEN BAUHINIA lifted its front feet off the ground and consequently lost groundThen when being ridden along to make up lost ground, GOLDEN BAUHINIA became unbalanced when crowded for room outside FANTASTICO which shifted outThis resulted in GOLDEN BAUHINIA racing back in the fieldApproaching the 800 Metres, GOLDEN BAUHINIA was awkwardly placed outside MASTER STEED",TYS,12,19.0
59.23,T174,11.25,3>3>14,[12],20150104,[0.0181],STH,"[0.3, 2.0, 11.25, None, None, None]","S240,T027,T405,S407,S431,P257,K123,T130,T191,L254,P178,T174,T320,T274",ST,1069,"[13.45, 21.01, 24.77, None, None, None]",2,10,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl1_combo_div': u'9/14 2,704.50',
 'f4_combo_div': u'3,10,12,14 820.00',
 'finishtime': 57.43,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'14 12.50',
 'qn_combo_div': u'12,14 71.00',
 'qnp_combo_div': u'12,14 26.00',
 'qtt_combo_div': u'14,12,3,10 10,525.00',
 'raceclass': u'Class 4',
 'racedistance': 1000,
 'raceindex': 76,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=2&All=0#Race2',
 'tce_combo_div': u'14,12,3 1,307.00',
 'trio_combo_div': u'3,12,14 303.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/2',
 'win_combo_div': u'14 26.00'}]",124,7,"SMILING ALL and KING WINSA bumped at the startK C Ng (I'M A WITNESS) pleaded guilty to a charge of careless riding [Rule 100(1)] in that passing the 300 Metres he permitted his mount to shift out when not clear of SMILING ALL, causing that horse to lose the running to which it was rightfully entitledA short distance after this, SMILING ALL was checked away from the heels of WINNER ST PAUL'S which shifted in marginally",LKW,14,61.0
69.98,P208,0.0,4>3>1,,20150104,,CAN,"[1.5, 1.0, 2.75, None, None, None]",,ST,1144,"[24.01, 22.59, 23.38, None, None, None]",3,1,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",126,10,,MKL,1,3.5
70.44,L251,3.0,14>14>3,,20150104,,FRA,"[7.0, 6.75, 3.0, None, None, None]",,ST,1083,"[24.89, 22.63, 22.92, None, None, None]",3,9,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",116,11,,LAL,3,16.0
70.51,P398,3.25,6>6>5,,20150104,,CYT,"[2.75, 2.0, 3.25, None, None, None]",,ST,1113,"[24.21, 22.55, 23.75, None, None, None]",3,7,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",130,8,,SA,5,13.0
70.53,T166,3.5,3>4>7,,20150104,,MG,"[1.5, 1.25, 3.5, None, None, None]",,ST,1095,"[24.01, 22.63, 23.89, None, None, None]",3,13,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",130,7,,YCH,7,8.3
70.81,M332,5.25,12>11>9,,20150104,,SCC,"[5.75, 5.0, 5.25, None, None, None]",,ST,1113,"[24.69, 22.55, 23.57, None, None, None]",3,12,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",133,1,,FD,9,60.0
70.83,S176,5.25,5>5>11,,20150104,,STH,"[2.75, 1.5, 5.25, None, None, None]",,ST,1043,"[24.21, 22.47, 24.15, None, None, None]",3,14,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",112,13,,CD,11,54.0
72.47,S086,15.5,8>8>13,,20150104,,WD,"[3.0, 3.75, 15.5, None, None, None]",,ST,1119,"[24.25, 22.79, 25.43, None, None, None]",3,3,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",130,9,,MA,13,37.0
70.4,T067,2.75,7>7>2,[3],20150104,[0.0179],PB,"[2.75, 2.75, 2.75, None, None, None]","P208,T166,T067,P398,L251,S086,S176,M332",ST,1213,"[24.21, 22.67, 23.52, None, None, None]",3,10,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",131,6,EVERYONE'S CHOICE and THUNDERSTROKE were sent for sampling,CCW,2,8.4
70.49,P163,3.25,9>9>4,[2],20150104,[0.0179],TEK,"[4.25, 4.0, 3.25, None, None, None]","P208,P163,T166,T067,P398,L251,S086,S176,M332",ST,1140,"[24.45, 22.63, 23.41, None, None, None]",3,8,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",116,12,,SWY,4,6.8
70.52,S243,3.5,13>12>6,[6],20150104,[0.0179],HCY,"[6.5, 5.75, 3.5, None, None, None]","P208,P163,T166,T067,P398,S243,L251,S086,S176,M332",ST,1053,"[24.81, 22.55, 23.16, None, None, None]",3,5,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",130,3,"NATURAL EIGHT was crowded for room on jumping between JADE PIPPO and SHANGHAI BOND which shifted out after being bumped by INCREDIBLE ACTAfter the race, NATURAL EIGHT was found to have sustained a cut to the right front fetlock",FC,6,13.0
70.79,P402,5.0,11>13>8,[7],20150104,[0.018],YML,"[5.25, 5.75, 5.0, None, None, None]","P208,P163,T166,T067,P398,S243,P402,L251,S086,S176,M332",ST,1133,"[24.61, 22.75, 23.43, None, None, None]",3,11,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",130,2,"GENUINE CHAMPION was crowded for room on jumping inside HEARTLAND which stumbled at the start and shifted inA short distance later, HEARTLAND was momentarily crowded for room between GENUINE CHAMPION and GOOD VIEW DELIGHTS which shifted in",YTP,8,14.0
70.82,P331,5.25,1>1>10,[4],20150104,[0.018],LDE,"[0.5, 0.75, 5.25, None, None, None]","P208,P163,T166,P331,T067,P398,S243,P402,L251,S086,S176,M332",ST,1090,"[23.77, 22.67, 24.38, None, None, None]",3,2,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",114,14,"Passing the 1100 Metres, EVERYONE'S CHOICE was awkwardly placed inside the heels of MASSIVE",HL,10,8.4
72.37,P052,15.0,2>2>12,[8],20150104,[0.0184],WJH,"[0.5, 0.75, 15.0, None, None, None]","P208,P163,T166,P331,T067,P398,S243,P052,P402,L251,S086,S176,M332",ST,1068,"[23.85, 22.71, 25.81, None, None, None]",3,6,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",121,4,"JADE PIPPO blundered at the startNATURAL EIGHT was crowded for room on jumping between JADE PIPPO and SHANGHAI BOND which shifted out after being bumped by INCREDIBLE ACTAt the entrance to the Straight, HEAVENISARACEHORSE raced in restricted room between GOOD VIEW DELIGHTS and JADE PIPPOThen passing the 400 Metres, HEAVENISARACEHORSE was steadied when crowded for room between GOOD VIEW DELIGHTS which shifted in under pressure and JADE PIPPO which, when commencing to give ground, raced tight outside EVERYONE'S CHOICENear the 350 Metres, JADE PIPPO, which was giving ground abruptly, was steadied when crowded for room between GOOD VIEW DELIGHTS and EVERYONE'S CHOICE (N Callan) which shifted outA veterinary inspection of JADE PIPPO immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious",TYS,12,14.0
73.24,P263,20.5,10>10>14,[14],20150104,[0.0186],RN,"[4.75, 4.75, 20.5, None, None, None]","P208,P163,T166,P331,T067,P398,S243,P052,P402,L251,S086,S176,M332,P263",ST,1074,"[24.53, 22.67, 26.04, None, None, None]",3,4,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl2_combo_div': u'14/10 104.00',
 'f4_combo_div': u'6,10,11,12 1,829.00',
 'finishtime': 69.98,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 14.00',
 'qn_combo_div': u'6,10 151.00',
 'qnp_combo_div': u'6,10 66.50',
 'qtt_combo_div': u'10,6,11,12 32,113.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 77,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,6,11 4,509.00',
 'trio_combo_div': u'6,10,11 1,007.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/3',
 'win_combo_div': u'10 35.50'}]",131,5,"NATURAL EIGHT was crowded for room on jumping between JADE PIPPO and SHANGHAI BOND which shifted out after being bumped by INCREDIBLE ACTThe performance of SHANGHAI BOND, which finished tailed out, was considered unacceptableBefore being allowed to race again, SHANGHAI BOND will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination",LAL,14,83.0
69.48,T138,0.0,4>4>1,,20150104,,MG,"[1.75, 1.25, 0.75, None, None, None]",,ST,1222,"[24.08, 22.41, 22.99, None, None, None]",4,2,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",121,12,,MKL,1,3.4
69.75,S347,1.5,6>6>3,,20150104,,PB,"[3.25, 2.0, 1.5, None, None, None]",,ST,1112,"[24.32, 22.29, 23.14, None, None, None]",4,7,"[{'courseconfig': u'TURF - ""B+2"" COURSE',
 'dbl3_combo_div': u'10/12 116.50',
 'dbltrio1_combo_div': u'6,10,11/7,12,13 35,615.00',
 'f4_combo_div': u'4,7,12,13 648.00',
 'finishtime': 69.48,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'12 17.00',
 'qn_combo_div': u'12,13 286.00',
 'qnp_combo_div': u'12,13 119.50',
 'qtt_combo_div': u'12,13,7,4 13,330.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 78,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/10/2015&Raceno=4&All=0#Race4',
 'tce_combo_div': u'12,13,7 2,693.00',
 'trio_combo_div': u'7,12,13 365.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20151004/ST/4',
 'win_combo_div': u'12 34.00'}]",126,7,,YTP,3,3.4
